name,category,address,lat,lon,rating,reviews,phone,website,place_id,search_term,grid_lat,grid_lon
Baroda Sweets N Bakery,Sweet shop,"Sun Pharma Rd, Soudagar Park, Tandalja, Vadodara, Gujarat 390012 ",22.2806288,73.1529857,4.6,804,096244 94666 ,http://www.barodasweetsnbakery.com/,ChIJGSkOBw_HXzkR7FQF2z9A4H8,sweet shop,22.279455,73.14772
JUICIER (Fresh Juices & Milkshakes),Juice shop,"1, Makrand Desai Rd, opposite shreenathji market, Manisha Park, Meera Society, Saiyed Vasna, Vadodara, Gujarat 390007 ",22.3027423,73.1520861,4.7,44,093270 86632 ,,ChIJ6XCeRQDJXzkRQYwH4LXeL9s,juice shop,22.279455,73.14772
Juice Junction,Juice shop,"Gf. 2, Splendour Complex Nr. New Alka Restaurant Manisha Chowkdy, Old Padra Rd, Vadodara, Gujarat 390007 ",22.2957994,73.1642198,3.8,48,,,ChIJ-eDyknrHXzkRgAbIkHFnSvY,juice shop,22.279455,73.14772
Shree Roopji Store,Grocery store,"3, Makrand Desai Rd, Gadapura, Diwalipura, Vadodara, Gujarat 390007 ",22.3057873,73.15215,4.2,14,0265 232 4023 ,,ChIJZUeHGJrIXzkR2WUfR-sPT8Q,grocery,22.279455,73.14772
Shiv Shakti General Store,General store,"9, Yogi Center, Odhavpura Road, opp. Aishwaraya Apartment, Ellora Park, Hari Nagar, Vadodara, Gujarat 390021 ",22.3140838,73.1562958,4.4,49,0265 239 0059 ,,ChIJSxJj0JXIXzkRFTGkK8rR1IA,grocery,22.279455,73.14772
Leocor Gym & Fitness,Gym,"Sun Pharma Rd, opp. Newyork Bakery, near Pramukh Swami Nagar, Pramukh Swami nagar, Atladara, Vadodara, Gujarat 390012 ",22.280303,73.1521739,4.6,197,083202 79007 ,https://www.leocorgym.com/,ChIJpUCnmJ7HXzkRz78lqWh9230,gym,22.279455,73.14772
Gymnation,Gym,"4th Floor, Taiba hub, Sun Pharma Rd, opposite Union bank, Soudagar Park, Tandalja, Vadodara, Gujarat 390012 ",22.2815976,73.1528296,4.9,221,099137 13555 ,,ChIJReBQnzbHXzkRh9XUHMRZTBY,gym,22.279455,73.14772
Fitness Track Gym,Gym,"3rd Floor Kirti Square Subhanpura Road Above Axis Bank, Nr. Achariya Hospital, Ellora Park, Subhanpura, Vadodara, Gujarat 390023 ",22.327069,73.155139,4.8,"1,290",099092 09698 ,http://www.fitnesstrackgyms.com/,ChIJnT7wBenIXzkR6QezxcjOyys,gym,22.279455,73.14772
Gladiator gym and fitness,Gym,"A/12 swarthak appt Ellorapark oppt Domino's, beside royal Enfield showroom, Vadodara, Gujarat 390023 ",22.3158168,73.1610336,4.8,274,088497 29048 ,https://gladiator-fitness.ueniweb.com/,ChIJz9YlPx3JXzkRYKCvO0S1t2A,gym,22.279455,73.14772
Fitness connection Gym,Gym,"3rd Floor, Ghanshyam Complex, Iskon Road, Gotri, opposite Swaminarayan Temple, Vadodara, Gujarat 390007 ",22.3017485,73.1521197,4.5,533,096649 19608 ,,ChIJ9ctz-ZvIXzkRJ47yKYma5i4,gym,22.279455,73.14772
Majid Gym,Gym,"SF 4/1, Jay Prakash Narayan Marg, Opposite Faiz Complex, Saraswati Society, Tandalja, Vadodara, Gujarat 390007 ",22.292526,73.152693,4.7,228,087329 14235 ,,ChIJXRZRKyHGXzkRalODlzS9DZE,gym,22.279455,73.14772
Equinox Workout Zone,Gym,"Monalisa Centrum, 3rd n 4th floor, north wing besides Inox, Race Course Rd, Vadodara, Gujarat 390021 ",22.3125717,73.1578191,4.6,126,084600 61315 ,https://www.instagram.com/equinox_workoutzone?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,ChIJDX1uCrfJXzkR2lmzQOXrvTg,gym,22.279455,73.14772
Kaizen Fitness,Fitness center,"B/h, Reliance Mega Mall, E301, Venus Pahel Akshar Chowk, Old Padra Rd, Vadodara, Gujarat 390007 ",22.28366,73.1636991,5.0,165,090999 08876 ,,ChIJxZv-M4jHXzkRwASArk4Phsw,gym,22.279455,73.14772
AK UNISEX SALON (HAIR & BEAUTY STUDIO),Hair salon,"shop no#42, Lisa Park 1, opp: pragati sahkari bank Lisa Park 1, High Tension Road, rode, near adhar hospital, Vadodara, Gujarat 390021 ",22.3213876,73.1506194,4.8,202,084609 59142 ,,ChIJ16MI8ZTIXzkRoMA-j_gE6Wg,salon,22.279455,73.14772
The AJ's Hair & Beauty Studio,Beauty Parlour,"FF 6 , Siddharth Upscale, Manisha Cir, Vadodara, Gujarat 390007 ",22.2955021,73.1595464,4.8,565,082007 69390 ,,ChIJ3XWp1CXHXzkRM-TXn1XUlv4,salon,22.279455,73.14772
Yogesh Plywood & Hardware,Plywood supplier,"4, Abhishek Complex, Old Padra Rd, Akshar Chowk, Hira Nagar, Tandalja, Vadodara, Gujarat 390007 ",22.2829785,73.1646011,4.6,9,094267 21071 ,https://www.yogeshplywood.com/,ChIJGW2j1xvGXzkRDMA-FxlahOU,hardware store,22.279455,73.14772
Aishwarya Hardware kitply,Hardware store,"1, Suryakiran Complex, Old Padra Rd, near Bankers Heart Hospital, JP Nagar, Sukrutinagar, Diwalipura, Vadodara, Gujarat 390007 ",22.297821,73.1640305,4.9,155,098251 14845 ,,ChIJGW2j1xvGXzkR8m8_ox-2pnA,hardware store,22.279455,73.14772
SHIVAM HARDWARE STORE,Hardware store,"Gf 6, Velani Heights, Sun Pharma Rd, Pratham Upvan, Vadodara, Gujarat 390012 ",22.2772515,73.1523082,5.0,1,081076 93665 ,,ChIJGwmH5ZXHXzkRimNc_Xf0wuc,hardware store,22.279455,73.14772
Recreation Hardware,Hardware store,"GF 22, The Earth Landmark, Sun Pharma Rd, Pramukh Swami nagar, Atladara, Vadodara, Gujarat 390012 ",22.2811582,73.1533288,4.8,6,083200 97705 ,,ChIJW6SJhjzGXzkRbwLKhXAJG7Y,hardware store,22.279455,73.14772
New fashion।।men's clothing Store,Men's clothing store,"Gf.17 Ruturaj complex. Hdfc.bank .nr tax complex, Vasna Rd, Vadodara, Gujarat 390007 ",22.294951,73.1555994,4.0,6,098980 65919 ,,ChIJm4PnYSDGXzkRfeDyOInpfqA,clothing store,22.279455,73.14772
THE APPAREL STORE,Clothing store,"Taksh Bunglows, Vasna Rd, Niti Park Society, Shivashraya Society, Tandalja, Vadodara, Gujarat 390007 ",22.2946163,73.1577352,4.2,350,082003 32131 ,,ChIJDSAokArHXzkRs0KWtGSn_S8,clothing store,22.279455,73.14772
Fashion palace,Formal Clothing Store,"GF - 5, Vasna - Tandalja Rd, opposite basera duplex, Patrakar Colony, Tandalja, Vadodara, Gujarat 390007 ",22.2905169,73.1527233,5.0,20,081608 51968 ,,ChIJJwvxMMjHXzkRT9XJdeNHLYY,clothing store,22.279455,73.14772
The Clothing Unlimited (CU),Men's clothing store,"G-8, Old Padra Rd, opp. Avishkar Complex, JP Nagar, Sukrutinagar, Haripura, Vadodara, Gujarat 390007 ",22.2980841,73.1646508,4.8,87,063527 52952 ,https://www.smartbiz.in/Menstrendy,ChIJb2iOTKfIXzkRxeAMG54VoVY,clothing store,22.279455,73.14772
The family restaurant,restaurant,"Suner Complex, Hari Nagar Char Rasta, Dharampura, Vadodara, Gujarat 390007 ",22.3123458,73.1528376,4.6,5,,,ChIJS296IwDJXzkRqjCHh5MiZQk,restaurant,22.279455,73.15772
Colours,Men's clothing store,"FF 1, COLOURS कपड़ो के धुरंधर, Taksh complex, Vasna Rd, Niti Park Society, Shivashraya Society, Tandalja, Vadodara, Gujarat 390015 ",22.2945064,73.1565829,4.9,132,098981 65986 ,,ChIJ_QUuWyDGXzkRIO3jEy88ZS8,clothing store,22.279455,73.14772
Ambika Homeopathic Pharmacy,Homeopathic pharmacy,"GF-21, Hari Nagar Cross Rd, beside Indian Overseas Bank ATM, Hari Nagar Char Rasta, Dharampura, Vadodara, Gujarat 390007 ",22.3119491,73.1532044,4.0,77,098255 11630 ,,ChIJ____v5TIXzkRTirQNg5hA50,pharmacy,22.279455,73.15772
Gwalia - Sweets & Restaurant,Sweet shop,"Emerald Shop, no 1, Race Course Rd, near Mirch Masala, Vadodara, Gujarat 390007 ",22.3078215,73.1642614,4.2,828,096019 79989 ,https://gwalia.in/?srsltid=AfmBOoo77O7oONJ8obvfgroiK7NmZC1O7tKT-ussKNaOwtahbCRZIBx8,ChIJ-RzG9R3JXzkR9ZI0JMrGckk,sweet shop,22.279455,73.15772
Restaurant,restaurant,"Shop no 5, Ground floor, Kanha Empire, Gulab Vatika Society, Tandalja Rd, near Rajvi tower, Gulabvatika Society, Sahkar Nagar, Tandalja, Vadodara, Gujarat 390007 ",22.2912252,73.1623341,,,,,ChIJzVehg3LHXzkREikF41i9mL0,restaurant,22.289455,73.15772
Sarjanam Superspeciality Hospital,Hospital,"2nd Floor, Marvel Square, Sun Pharma Rd, Vadodara, Gujarat 390012 ",22.280536,73.1518458,4.2,52,063524 35691 ,,ChIJZVaolb7IXzkR6qjHv1bPknk,hospital,22.289455,73.15772
The bakers king Live cake shop,Bakery and Cake Shop,"Shop. N. 9, Aastha Avenue, Complex, New IPCL Rd, opp. Ranchhodray Masala Mill, Subhanpura, Vadodara, Gujarat 390023 ",22.3284885,73.1542267,4.0,30,096016 01385 ,,ChIJy8qTQdfJXzkRarqWw3f276s,bakery,22.289455,73.15772
The Baker's Shop,Bakery and Cake Shop,"Bhagyalaxmi Complex, Shopping Center, F-1, Samta Rd, opposite Pawandham, Bhagyalaxmi Society, Laxmipura, Samta, Vadodara, Gujarat 390023 ",22.3277779,73.1483067,4.3,790,090338 11085 ,,ChIJAaaiyO_IXzkRYp2fPbIxuHY,bakery,22.289455,73.15772
Jagdish Foods Pvt Ltd,Food court,"Sakar Complex, 1, Old Padra Rd, Haribhakti Extension, Malhar Point, Diwalipura, Vadodara, Gujarat 390007 ",22.3042752,73.1653481,4.4,"6,503",097250 40409 ,http://www.jagdishfoods.com/,ChIJ9RBIuEnJXzkRRtxC7BEcamc,sweet shop,22.289455,73.15772
Temple,Hindu temple,"802, Dr Vikram Sarabhai Marg, Alkapuri, Gujarat 390021 ",22.3162264,73.1555874,,,,,ChIJVTQLZf3JXzkRQmfJPCIxG0Q,temple,22.289455,73.15772
Enrich Salon OP Road,Beauty Parlour,"Shop no. 8 & 9, Meraki Lattitude, Kothari Chambers, Old Padra Rd, Dev Deep Nagar, Tandalja, Vadodara, Gujarat 390007 ",22.2876059,73.1643902,4.9,"1,385",091522 83000 ,https://enrichbeauty.com/,ChIJ9dSXgAjHXzkRpjqSGv_zTqw,salon,22.289455,73.15772
STYLIN STUDIO 7 unisex salon,Hair salon,"FF 7-8, Sun Pharma Rd, nr. HCG CANCER HOSPITAL, Mathura Nagri Society, Atladara, Vadodara, Gujarat 390012 ",22.2804515,73.1567061,4.8,39,070966 90611 ,,ChIJt66feQTHXzkR6KACr7rVEQk,salon,22.289455,73.15772
A-One Hair & Beauty Studio,Beauty Parlour,"Aone House, Pramukh Darshan Society, Near Shreeji Bungalow, Sun Pharma Rd, Vadodara, Gujarat 390012 ",22.2808044,73.1571818,4.1,550,097256 62020 ,https://aonehnb.com/,ChIJjySbASXHXzkRHfrOJqB-ZUQ,salon,22.289455,73.15772
Purple Salon & Wellness,Hairdresser,"Ground Floor, Briyosis-1, Vasna Rd, near Manisha Circle, Sahkar Nagar, Tandalja, Vadodara, Gujarat 390020 ",22.2952049,73.1621844,4.6,254,095748 30005 ,https://www.purplesalon.co.in/,ChIJZWiWbdrHXzkRtMrwJrA5UZw,salon,22.289455,73.15772
Castle Unisex Salon - Best Salon in Vadodara,Beauty Parlour,"GF-28,Siddarth Excellence, Vasna Rd, opp. D-Mart, Vadodara, Gujarat 390007 ",22.2942421,73.1540659,4.8,98,097149 46208 ,http://vadodarahelpline.com/castle-unisex-salon,ChIJGw5uTxHHXzkRB_op0btgJFw,salon,22.289455,73.15772
Total Fitness Gym,Gym,"Akshar Chowk, Hira Nagar, Muj Mahuda, Vadodara, Gujarat 390007 ",22.2822383,73.1647851,4.9,18,,,ChIJUdn4lGjHXzkRfBU2yqXAcZk,gym,22.289455,73.15772
A-One Hair & Beauty Studio,Hair salon,"G-3, Anmol Complex, Opposite Mc Donalds, Manisha Cross Road, Old Padra Rd, Vadodara, Gujarat 390007 ",22.2970493,73.1644188,4.2,"1,061",072030 91113 ,https://aonehnb.com/,ChIJjzyyqqDIXzkRcuB_GsscqsA,salon,22.289455,73.15772
Family Food Court,restaurant,"1st Floor, Siddharth Upscale, Opp Binanagar, Vasna Rd, Tagore Nagar, Diwalipura, Vadodara, Gujarat 390007 ",22.2956761,73.1603666,4.0,1,,,ChIJGZeB7h_GXzkRUJGzowbHIOw,restaurant,22.299455,73.15772
Southern Enterprise,Indian grocery store,"GF Shop no.1 43/265 MIG Flats & shops, Nr, Aatmajyoti Ashram Rd, Near Sai Baba Temple, Ellora Park, Vadodara, Gujarat 390023 ",22.3170485,73.1605669,4.2,197,098240 16873 ,,ChIJi5OItr_IXzkRg23PYJ1jEG4,supermarket,22.299455,73.15772
Elegance Family Salon,Hair salon,"Mother School Crossing, SB-11, Pratham Complex Makrand Desai Rd, Iskcon Temple Rd, Gadapura, Diwalipura, Vadodara, Gujarat 390007 ",22.3054704,73.1521841,4.5,156,099041 73047 ,,ChIJC1qOI5rIXzkRn0HYRqShERM,salon,22.299455,73.15772
Welcome Hair Art Beauty Parlour,Beauty Parlour,"Race Course Rd, Paris Nagar, Diwalipura, Vadodara, Gujarat 390007 ",22.30851,73.1594398,4.9,21,090168 91709 ,,ChIJ_YRoT73IXzkRs5w_0dNGp90,salon,22.299455,73.15772
Creative Stylista Boutique,Boutique,"Aries Pavilion, Vasna Rd, above Cafe Coffee Day, Niti Park Society, Shobhana Nagar, Shivashraya Society, Tandalja, Vadodara, Gujarat 390007 ",22.2948937,73.1587379,4.7,217,090334 64780 ,http://www.creativestylista.com/,ChIJF2hQw4zPXzkRpEZRRyXovBU,clothing store,22.299455,73.15772
Snack King,snacks,"GROUND FLOOR, MERIDIAN PRIME, OPP WARD, NO.11, Gadapura, Diwalipura, Vadodara, Gujarat 390007 ",22.3035937,73.1527937,3.0,1,,,ChIJ9ZzbwlfJXzkRSrUKHqmM4JE,snacks,22.309455,73.15772
Life Care,Hospital,"8574+MM9, Hari Nagar Rd, Opposite Aishwarya Apartment, Behind Inox Talkies, Ellora Park, Hari Nagar, Vadodara, Gujarat 390021 ",22.314165,73.156736,,,099795 08570 ,,ChIJN_Om3JXIXzkRe9WiTsfSG5Y,hospital,22.309455,73.15772
Vatsalya Children Hospital,Children's hospital,"2nd Flr, Siddhi Vinayak Complex, Bank Of India Lane, Ellora Park, Subhanpura, Vadodara, Gujarat 390023 ",22.31883,73.160444,4.3,6,0265 239 0366 ,,ChIJ0UKOkb_IXzkRvvn6sDkuUOY,hospital,22.309455,73.15772
"REFRESH Juice, Snacks & more",Juice shop,"Vasna Rd, Niti Park Society, Tagore Nagar, Diwalipura, Vadodara, Gujarat 390007 ",22.2953167,73.1586877,4.5,23,072269 48440 ,,ChIJMSySSo_HXzkREwaP2Xo_WWg,juice shop,22.309455,73.15772
Shakti Natural Juice Center,Juice shop,"Shop 1, chayan complex, Arunachal Rd, opposite Nirmeet women’s hospital, Subhanpura, Vadodara, Gujarat 390023 ",22.323727,73.15088,4.7,6,,,ChIJXaBqMgrJXzkRu4NbUmzuVBA,juice shop,22.309455,73.15772
Mar Gregorios Orthodox Syrian Valiyapally,Orthodox church,"75Q5+RQ2, Tandalja, Vadodara, Gujarat 390007 ",22.2895134,73.1593859,4.5,64,,,ChIJ-ZS_vBjGXzkRh_lhl6gHnLs,church,22.309455,73.15772
Trinity Methodist Church,United Methodist church,"Kameshwar Rd, Gotri Rd, Near Harinagar Society, Hari Nagar, Vadodara, Gujarat 390021 ",22.3133123,73.1533466,4.4,40,0265 239 8014 ,,ChIJ36SD_V3IXzkRjdcTjYZ9dQ4,church,22.309455,73.15772
Vrindavaneshvar Mahadev Temple,Hindu temple,"8555+F6M, Kalindi Twin Bungalows Rd, Pashabhai Park, Paris Nagar, Diwalipura, Vadodara, Gujarat 390007 ",22.3087076,73.1580417,4.4,7,,,ChIJuU_k5JfIXzkRDk1dkRwThW0,temple,22.309455,73.15772
Valaji Medicine Shoppe,Pharmacy,"GF/1, Krishna Complex, Makrand Desai Rd, Hari Nagar Char Rasta,Opposite Bank Of Baroda, Gadapura, Dharampura, Vadodara, Gujarat 390007 ",22.3108836,73.1536704,5.0,2,0265 234 2660 ,,ChIJ____v5TIXzkRejyevyVBuBQ,medical store,22.309455,73.15772
WELLNESS PHARMACY,Pharmacy,"Bhagyalaxmi Shopping Center, F 4, Samta Rd, beside Vasundhara Jewellers, Bhagyalaxmi Society, Subhanpura, Vadodara, Gujarat 390023 ",22.3276639,73.1482941,5.0,9,078786 46424 ,,ChIJZ8fyzL_JXzkRFqBrbzcryvk,medical store,22.309455,73.15772
happy hair and beauty saloon,Beauty Parlour,"B/h, ICICI Bank, Shop no 18 park Avenue, Aatmajyoti Ashram Rd, ellora, Gujarat 390021 ",22.3143623,73.1559031,5.0,6,099983 66910 ,,ChIJ6wePqPjJXzkR6zvgbUnXktU,salon,22.319455,73.15772
"Instaglam Salon, Only For Her",Beauty Parlour,"FF 1, 2, 22 & 23, Pujer Complex, Subhanpura, Vadodara, Gujarat 390023 ",22.3207959,73.1587802,4.8,261,085118 15151 ,https://instaglam.beauty/,ChIJUUxLoxjJXzkRgDNhM5H4Mk0,salon,22.319455,73.15772
Eminence Hair,Hair replacement service,"Shreenath Complex, GF6, High Tension Rd, near Reliance & Indian Petrol Pump, Subhanpura, Vadodara, Gujarat 390023 ",22.3217134,73.1563196,4.7,225,,http://www.eminencehair.com/,ChIJZw9b-urIXzkRHkDlURYz4Dc,salon,22.319455,73.15772
Western Hair Dresser,Hair salon,"GF-3, Parshwa Complex, Ellora Park Rd, Opposite Adalja Complex, Ellora Park, Subhanpura, Vadodara, Gujarat 390023 ",22.317586,73.160755,4.4,131,098793 51802 ,,ChIJVwWyur_IXzkR-coMfdAqb0w,salon,22.319455,73.15772
Iconiea Salon,Beauty Parlour,"GF 2, Overseas Avenue, Natubhai Cir, opp. The Shoppe, Hari Nagar, Vadodara, Gujarat 390007 ",22.3111638,73.1581624,4.6,436,090236 28320 ,,ChIJe1n9jA3JXzkRRNXtWk1L6x8,salon,22.319455,73.15772
Newport Land,Clothing store,"Teen Rasta, Odhavpura, Ellora Park, Hari Nagar, Vadodara, Gujarat 390007 ",22.3164092,73.1610088,4.9,96,092655 29463 ,https://vadodarahelpline.com/new-portland-enel,ChIJWzHtrb_IXzkRiWBbnnTxD50,clothing store,22.319455,73.15772
medical store,Medical office,"gf, tithi heights, opp. rutva heights, Citizen Society, Hari Nagar, Vadodara, Gujarat 390021 ",22.3162533,73.1555864,,,,,ChIJn4JHh6_JXzkRBj3lRBHPcnQ,medical store,22.319455,73.15772
